book	status2	status	PARAGON	tok_length		ParagonURI	local_path
1182IbnIsmacilSancani.Tanwir	pri	pri	z	1498530		z	../data/1182IbnIsmacilSancani/1182IbnIsmacilSancani.Tanwir/1182IbnIsmacilSancani.Tanwir.Sham19Y0122096-ara1
0544QadiCiyad.IkmalMuclim	pri	pri	z	1494980		z	../data/0544QadiCiyad/0544QadiCiyad.IkmalMuclim/0544QadiCiyad.IkmalMuclim.Sham19Y0122406-ara1
1332IbnMuhammadJamalDinQasimi.MahasinTawil	pri	pri	z	1490963		z	../data/1332IbnMuhammadJamalDinQasimi/1332IbnMuhammadJamalDinQasimi.MahasinTawil/1332IbnMuhammadJamalDinQasimi.MahasinTawil.Rafed0003902Vols-ara1
1332QutbAtfayyish.TaysirTafsir	pri	pri	z	1488590		z	../data/1332QutbAtfayyish/1332QutbAtfayyish.TaysirTafsir/1332QutbAtfayyish.TaysirTafsir.Tafsir09050-ara1
0456IbnHazm.MuhallaBiAthar	pri	pri	z	1480381		z	../data/0456IbnHazm/0456IbnHazm.MuhallaBiAthar/0456IbnHazm.MuhallaBiAthar.Shamela0000767-ara1.completed
1250Shawkani.FathQadir	pri	pri	z	1475254		z	../data/1250Shawkani/1250Shawkani.FathQadir/1250Shawkani.FathQadir.Shamela0023623-ara1
1329MuhammadAshrafCazimabadi.CawmMacbud	pri	pri	z	1474188		z	../data/1329MuhammadAshrafCazimabadi/1329MuhammadAshrafCazimabadi.CawmMacbud/1329MuhammadAshrafCazimabadi.CawmMacbud.ShamAY0033531-ara1
1299MuhammadCulayshMaliki.MinahJalil	pri	pri	z	1472491		z	../data/1299MuhammadCulayshMaliki/1299MuhammadCulayshMaliki.MinahJalil/1299MuhammadCulayshMaliki.MinahJalil.Shamela0021614-ara1
0893IbnIsmacilShihabDinKurani.KawtharJari	pri	pri	z	1472311		z	../data/0893IbnIsmacilShihabDinKurani/0893IbnIsmacilShihabDinKurani.KawtharJari/0893IbnIsmacilShihabDinKurani.KawtharJari.Sham19Y0016584-ara1
0587IbnMascudCalaDinKasani.BadaicSanaic	pri	pri	z	1459605		z	../data/0587IbnMascudCalaDinKasani/0587IbnMascudCalaDinKasani.BadaicSanaic/0587IbnMascudCalaDinKasani.BadaicSanaic.Shamela0008183-ara1
0310Tabari.Tarikh	pri	pri	z	1458897		z	../data/0310Tabari/0310Tabari.Tarikh/0310Tabari.Tarikh.Shamela0009783BK1-ara1.mARkdown
1450Milani.NafahatAzhar	pri	pri	z	1451146		z	../data/1450Milani/1450Milani.NafahatAzhar/1450Milani.NafahatAzhar.Shia004456Vols-ara1
0730NizamDinNaysaburi.GharaibQuran	pri	pri	z	1443055		z	../data/0730NizamDinNaysaburi/0730NizamDinNaysaburi.GharaibQuran/0730NizamDinNaysaburi.GharaibQuran.Rafed0001792Vols-ara1
0463IbnCabdBarr.TamhidMuwatta	pri	pri	z	1440990		z	../data/0463IbnCabdBarr/0463IbnCabdBarr.TamhidMuwatta/0463IbnCabdBarr.TamhidMuwatta.Shamela0001719-ara1
1332QutbAtfayyish.Tafsir	pri	pri	z	1438473		z	../data/1332QutbAtfayyish/1332QutbAtfayyish.Tafsir/1332QutbAtfayyish.Tafsir.ShamIbadiyya0000193-ara1
0548IbnHasanTabarsi.TafsirMajmacBayan	pri	pri	quran: tafsir shici	1431572	1	0000Paragon.QuranTafsirShici	../data/0548IbnHasanTabarsi/0548IbnHasanTabarsi.TafsirMajmacBayan/0548IbnHasanTabarsi.TafsirMajmacBayan.Shia002359Vols-ara1
0189MuhammadShaybani.Asl	pri	pri	z	1419398		z	../data/0189MuhammadShaybani/0189MuhammadShaybani.Asl/0189MuhammadShaybani.Asl.Sham19Y0014285-ara1.completed
1405CaliShahrudi.MustadrakSafinatBihar	pri	pri	z	1418953		z	../data/1405CaliShahrudi/1405CaliShahrudi.MustadrakSafinatBihar/1405CaliShahrudi.MustadrakSafinatBihar.Shia001615Vols-ara1
1221IbnMuhammadBujayrimiMisri.TajridLiNafcCabid	pri	pri	z	1417567		z	../data/1221IbnMuhammadBujayrimiMisri/1221IbnMuhammadBujayrimiMisri.TajridLiNafcCabid/1221IbnMuhammadBujayrimiMisri.TajridLiNafcCabid.JK000208-ara1
1450CulamaNajd.DurarSaniyya	pri	pri	z	1416629		z	../data/1450CulamaNajd/1450CulamaNajd.DurarSaniyya/1450CulamaNajd.DurarSaniyya.Shamela0003055-ara1
0451IbnYunusSiqilli.JamicLiMasailMudawwana	pri	pri	z	1407973		z	../data/0451IbnYunusSiqilli/0451IbnYunusSiqilli.JamicLiMasailMudawwana/0451IbnYunusSiqilli.JamicLiMasailMudawwana.Sham19Y0018607-ara1
1090KhamisShiqsi.MinhajTalibin	pri	pri	z	1395224		z	../data/1090KhamisShiqsi/1090KhamisShiqsi.MinhajTalibin/1090KhamisShiqsi.MinhajTalibin.ShamIbadiyya0000185-ara1
1377MuhammadKhidrHusayn.AcmalKamila	pri	pri	z	1392868		z	../data/1377MuhammadKhidrHusayn/1377MuhammadKhidrHusayn.AcmalKamila/1377MuhammadKhidrHusayn.AcmalKamila.Sham19Y0014579-ara1
0558IbnAbiKhayrCimraniYamani.BayanFiMadhhabShafici	pri	pri	z	1392738		z	../data/0558IbnAbiKhayrCimraniYamani/0558IbnAbiKhayrCimraniYamani.BayanFiMadhhabShafici/0558IbnAbiKhayrCimraniYamani.BayanFiMadhhabShafici.Shamela0021721-ara1
0926ZakariyyaAnsari.MinhatBari	pri	pri	z	1388054		z	../data/0926ZakariyyaAnsari/0926ZakariyyaAnsari.MinhatBari/0926ZakariyyaAnsari.MinhatBari.Sham19Y0018106-ara1
0656IbnAbiHadid.SharhNahjBalagha	pri	pri	z	1385318		z	../data/0656IbnAbiHadid/0656IbnAbiHadid.SharhNahjBalagha/0656IbnAbiHadid.SharhNahjBalagha.Shia002185Vols-ara1.completed
0821Qalqashandi.SubhAcsha	pri	pri	literature: anthologies	1384286	1	0000Paragon.Adab	../data/0821Qalqashandi/0821Qalqashandi.SubhAcsha/0821Qalqashandi.SubhAcsha.Shamela0009429-ara1.mARkdown
0808IbnKhaldun.Tarikh	pri	pri	z	1380825		z	../data/0808IbnKhaldun/0808IbnKhaldun.Tarikh/0808IbnKhaldun.Tarikh.Shamela0012320-ara1.mARkdown
1389AghaBuzurgTihrani.TabaqatAclamShica	pri	pri	z	1359419		z	../data/1389AghaBuzurgTihrani/1389AghaBuzurgTihrani.TabaqatAclamShica/1389AghaBuzurgTihrani.TabaqatAclamShica.Masaha0003164Vols-ara1.completed
1281IbnMuhammadShawkani.TafsirFathQadir	pri	pri	z	1356400		z	../data/1281IbnMuhammadShawkani/1281IbnMuhammadShawkani.TafsirFathQadir/1281IbnMuhammadShawkani.TafsirFathQadir.ShamAY0034054-ara1
0803IbnCarafaWarghami.MukhtasarFiqhi	pri	pri	z	1355014		z	../data/0803IbnCarafaWarghami/0803IbnCarafaWarghami.MukhtasarFiqhi/0803IbnCarafaWarghami.MukhtasarFiqhi.ShamAY0032443-ara1
1353IbnCabdRahimMubarakfuri.TuhfatAhwadhi	pri	pri	z	1351784		z	../data/1353IbnCabdRahimMubarakfuri/1353IbnCabdRahimMubarakfuri.TuhfatAhwadhi/1353IbnCabdRahimMubarakfuri.TuhfatAhwadhi.JK000201-ara1
0630IbnAthirCizzDin.Kamil	pri	pri	history: chronicle	1349721	1	0000Paragon.TarikhTarikh	../data/0630IbnAthirCizzDin/0630IbnAthirCizzDin.Kamil/0630IbnAthirCizzDin.Kamil.JK000911-ara1.mARkdown
0370AbuMansurAzhari.TahdhibLugha	pri	pri	z	1342240		z	../data/0370AbuMansurAzhari/0370AbuMansurAzhari.TahdhibLugha/0370AbuMansurAzhari.TahdhibLugha.JK007040-ara1
0902Sakhawi.DawLamic	pri	pri	z	1317253		z	../data/0902Sakhawi/0902Sakhawi.DawLamic/0902Sakhawi.DawLamic.JK003608-ara1.completed
0970IbnIbrahimIbnNujaymMisri.BahrRaiq	pri	pri	z	1315693		z	../data/0970IbnIbrahimIbnNujaymMisri/0970IbnIbrahimIbnNujaymMisri.BahrRaiq/0970IbnIbrahimIbnNujaymMisri.BahrRaiq.ShamAY0034204BK1-ara1
1371AhmadMustafaMaraghi.Tafsir	pri	pri	z	1305386		z	../data/1371AhmadMustafaMaraghi/1371AhmadMustafaMaraghi.Tafsir/1371AhmadMustafaMaraghi.Tafsir.Sham19Y0023608-ara1
0597IbnJawzi.Muntazam	pri	pri	history: obituary chronicle	1304621	1	0000Paragon.TarikhWafayat	../data/0597IbnJawzi/0597IbnJawzi.Muntazam/0597IbnJawzi.Muntazam.Shamela0012406-ara1.mARkdown
1052CabdHaqqDihlawi.LumcatTanqih	pri	pri	z	1303070		z	../data/1052CabdHaqqDihlawi/1052CabdHaqqDihlawi.LumcatTanqih/1052CabdHaqqDihlawi.LumcatTanqih.Sham19Y0145212-ara1
0742Mizzi.TuhfatAshraf	pri	pri	z	1301247		z	../data/0742Mizzi/0742Mizzi.TuhfatAshraf/0742Mizzi.TuhfatAshraf.Shamela0011385-ara1
0831ShamsDinBirmawi.Lamic	pri	pri	z	1299806		z	../data/0831ShamsDinBirmawi/0831ShamsDinBirmawi.Lamic/0831ShamsDinBirmawi.Lamic.Sham19Y0018103-ara1
0474IbnKhalafBaji.MuntaqaSharhMuwatta	pri	pri	z	1298617		z	../data/0474IbnKhalafBaji/0474IbnKhalafBaji.MuntaqaSharhMuwatta/0474IbnKhalafBaji.MuntaqaSharhMuwatta.Sham19Y0006684-ara1.mARkdown
0852IbnHajarCasqalani.TahdhibTahdhib	pri	pri	z	1293865		z	../data/0852IbnHajarCasqalani/0852IbnHajarCasqalani.TahdhibTahdhib/0852IbnHajarCasqalani.TahdhibTahdhib.JK000134-ara1.mARkdown
1115IshaqIbnMuhammadCabdi.Ihtiras	pri	pri	z	1284708		z	../data/1115IshaqIbnMuhammadCabdi/1115IshaqIbnMuhammadCabdi.Ihtiras/1115IshaqIbnMuhammadCabdi.Ihtiras.Zaydiyya0000413Vols-ara1
0977KhatibShirbini.SirajMunir	pri	pri	z	1282802		z	../data/0977KhatibShirbini/0977KhatibShirbini.SirajMunir/0977KhatibShirbini.SirajMunir.ShamAY0034068-ara2
1393MuhammadAminShanqiti.AdwaBayan	pri	pri	z	1280504		z	../data/1393MuhammadAminShanqiti/1393MuhammadAminShanqiti.AdwaBayan/1393MuhammadAminShanqiti.AdwaBayan.Tafsir07055-ara1
0235IbnAbiShayba.Musannaf	pri	pri	z	1279050		z	../data/0235IbnAbiShayba/0235IbnAbiShayba.Musannaf/0235IbnAbiShayba.Musannaf.JK000786-ara1.completed
0885IbnSulaymanCalaDinMardawi.Insaf	pri	pri	z	1269648		z	../data/0885IbnSulaymanCalaDinMardawi/0885IbnSulaymanCalaDinMardawi.Insaf/0885IbnSulaymanCalaDinMardawi.Insaf.Sham19Y0019228-ara1
0460ShaykhTusi.Tibyan	pri	pri	quran: tafsir shici	1267634	1	0000Paragon.QuranTafsirShici	../data/0460ShaykhTusi/0460ShaykhTusi.Tibyan/0460ShaykhTusi.Tibyan.Shia002341Vols-ara1
0748Dhahabi.Muhadhdhab	pri	pri	z	1266303		z	../data/0748Dhahabi/0748Dhahabi.Muhadhdhab/0748Dhahabi.Muhadhdhab.Sham19Y0146127-ara1
0204Shafici.Umm	pri	pri	z	1253092		z	../data/0204Shafici/0204Shafici.Umm/0204Shafici.Umm.Shia000820Vols-ara1
1390CabdHusaynAmini.Ghadir	pri	pri	z	1253062		z	../data/1390CabdHusaynAmini/1390CabdHusaynAmini.Ghadir/1390CabdHusaynAmini.Ghadir.Zaydiyya0000142-ara1
0606IbnAthirMajdDin.MucjamJamic	pri	pri	z	1245501		z	../data/0606IbnAthirMajdDin/0606IbnAthirMajdDin.MucjamJamic/0606IbnAthirMajdDin.MucjamJamic.Shamela0025800-ara1
0728IbnTaymiyya.RasailWaFatawa	pri	pri	z	1243385		0000Paragon.FiqhFatawaHanbaliyya	../data/0728IbnTaymiyya/0728IbnTaymiyya.RasailWaFatawa/0728IbnTaymiyya.RasailWaFatawa.JK006950-ara1
0478AbuHasanLakhmi.Tabsira	pri	pri	z	1242999		z	../data/0478AbuHasanLakhmi/0478AbuHasanLakhmi.Tabsira/0478AbuHasanLakhmi.Tabsira.Sham19Y0014591-ara1
1225IbnNasirNajdi.FawakihCidhab	pri	pri	z	1228829		z	../data/1225IbnNasirNajdi/1225IbnNasirNajdi.FawakihCidhab/1225IbnNasirNajdi.FawakihCidhab.JK010001-ara1
1450CabdKarimKhudayr.SharhMuwattaMalik	pri	pri	z	1221993		z	../data/1450CabdKarimKhudayr/1450CabdKarimKhudayr.SharhMuwattaMalik/1450CabdKarimKhudayr.SharhMuwattaMalik.Shamela0012399-ara1
0684ShihabDinQarafi.Dhakhira	pri	pri	fiqh: maliki	1219387	1	0000Paragon.FiqhMaliki	../data/0684ShihabDinQarafi/0684ShihabDinQarafi.Dhakhira/0684ShihabDinQarafi.Dhakhira.Shamela0001717-ara1.completed
1221IbnMuhammadBujayrimiMisri.TuhfatHabib	pri	pri	z	1209937		z	../data/1221IbnMuhammadBujayrimiMisri/1221IbnMuhammadBujayrimiMisri.TuhfatHabib/1221IbnMuhammadBujayrimiMisri.TuhfatHabib.Shamela0021599-ara1
0807NurDinHaythami.MajmacZawaid	pri	pri	z	1198771		z	../data/0807NurDinHaythami/0807NurDinHaythami.MajmacZawaid/0807NurDinHaythami.MajmacZawaid.Shia001782Vols-ara1
0977KhatibShirbini.MughniMuhtaj	pri	pri	z	1188168		z	../data/0977KhatibShirbini/0977KhatibShirbini.MughniMuhtaj/0977KhatibShirbini.MughniMuhtaj.Shamela0011444BK2-ara1
0541IbnCatiyyaAndalusi.MuharrarWajiz	pri	pri	z	1185307		z	../data/0541IbnCatiyyaAndalusi/0541IbnCatiyyaAndalusi.MuharrarWajiz/0541IbnCatiyyaAndalusi.MuharrarWajiz.Shamela0023632-ara1.completed
0861IbnHumam.SharhFathQadir	pri	pri	z	1184211		z	../data/0861IbnHumam/0861IbnHumam.SharhFathQadir/0861IbnHumam.SharhFathQadir.JK000299-ara1
1250Shawkani.NaylAwtar	pri	pri	z	1183626		z	../data/1250Shawkani/1250Shawkani.NaylAwtar/1250Shawkani.NaylAwtar.Shamela0009242-ara1
0430AbuNucaymIsbahani.HilyatAwliya	pri	pri	z	1182043		z	../data/0430AbuNucaymIsbahani/0430AbuNucaymIsbahani.HilyatAwliya/0430AbuNucaymIsbahani.HilyatAwliya.JK000022-ara1.completed
0767KhalilIbnIshaq.Tawdih	pri	pri	z	1167337		z	../data/0767KhalilIbnIshaq/0767KhalilIbnIshaq.Tawdih/0767KhalilIbnIshaq.Tawdih.Sham19Y0014442-ara3
0756IbnYusufSaminHalabi.DurrMasun	pri	pri	z	1166053		z	../data/0756IbnYusufSaminHalabi/0756IbnYusufSaminHalabi.DurrMasun/0756IbnYusufSaminHalabi.DurrMasun.Tafsir02079-ara1
0808MuhammadDamiri.NajmWahhaj	pri	pri	z	1157090		z	../data/0808MuhammadDamiri/0808MuhammadDamiri.NajmWahhaj/0808MuhammadDamiri.NajmWahhaj.Sham19Y0013783-ara1
1069ShihabDinQalyubi.HashiyataQalyubiWaCumayra	pri	pri	z	1157089		z	../data/1069ShihabDinQalyubi/1069ShihabDinQalyubi.HashiyataQalyubiWaCumayra/1069ShihabDinQalyubi.HashiyataQalyubiWaCumayra.Shamela0021843-ara1
1396KhayrDinZirikli.Aclam	pri	pri	z	1148274		z	../data/1396KhayrDinZirikli/1396KhayrDinZirikli.Aclam/1396KhayrDinZirikli.Aclam.Shamela0012286-ara1.completed
0660IbnCadim.BughyatTalab	pri	pri	z	1147539		z	../data/0660IbnCadim/0660IbnCadim.BughyatTalab/0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
0926ZakariyyaAnsari.AsnaMatalib	pri	pri	z	1146662		z	../data/0926ZakariyyaAnsari/0926ZakariyyaAnsari.AsnaMatalib/0926ZakariyyaAnsari.AsnaMatalib.Shamela0011468BK1-ara1
0845Maqrizi.Muqaffa	pri	pri	z	1141976		z	../data/0845Maqrizi/0845Maqrizi.Muqaffa/0845Maqrizi.Muqaffa.Shamela19Y0145334-ara1
0449IbnBattalQurtubi.SharhSahihBukhari	pri	pri	z	1139200		z	../data/0449IbnBattalQurtubi/0449IbnBattalQurtubi.SharhSahihBukhari/0449IbnBattalQurtubi.SharhSahihBukhari.JK009324-ara1
0741KhazinBaghdadi.LubabTawil	pri	pri	z	1136730		z	../data/0741KhazinBaghdadi/0741KhazinBaghdadi.LubabTawil/0741KhazinBaghdadi.LubabTawil.Shamela0023628-ara1.completed
0463IbnCabdBarr.IstidhkarJamic	pri	pri	z	1131969		z	../data/0463IbnCabdBarr/0463IbnCabdBarr.IstidhkarJamic/0463IbnCabdBarr.IstidhkarJamic.Shia002119Vols-ara1
1304CabdHayyLaknawi.CumdatRicaya	pri	pri	z	1130865		z	../data/1304CabdHayyLaknawi/1304CabdHayyLaknawi.CumdatRicaya/1304CabdHayyLaknawi.CumdatRicaya.ShamAY0033182-ara1
0874IbnTaghribirdi.NujumZahira	pri	pri	z	1122581		z	../data/0874IbnTaghribirdi/0874IbnTaghribirdi.NujumZahira/0874IbnTaghribirdi.NujumZahira.JK001330-ara1.mARkdown
1224IbnCajiba.BahrMadid	pri	pri	z	1118160		z	../data/1224IbnCajiba/1224IbnCajiba.BahrMadid/1224IbnCajiba.BahrMadid.Shamela0010273-ara1
0313IbnZakariyyaRazi.HawiFiTibb	pri	pri	z	1109772		z	../data/0313IbnZakariyyaRazi/0313IbnZakariyyaRazi.HawiFiTibb/0313IbnZakariyyaRazi.HawiFiTibb.Shamela0010704-ara1.completed
1051IbnYunusBuhutiHanbali.KashshafQinac	pri	pri	z	1109762		z	../data/1051IbnYunusBuhutiHanbali/1051IbnYunusBuhutiHanbali.KashshafQinac/1051IbnYunusBuhutiHanbali.KashshafQinac.Shamela0021642-ara1
0329IbnYacqubKulayni.Kafi	pri	pri	hadith: shici	1106681	1	0000Paragon.HadithShici	../data/0329IbnYacqubKulayni/0329IbnYacqubKulayni.Kafi/0329IbnYacqubKulayni.Kafi.Shia001122Vols-ara1.completed
0279Baladhuri.AnsabAshraf	pri	pri	z	1106480		z	../data/0279Baladhuri/0279Baladhuri.AnsabAshraf/0279Baladhuri.AnsabAshraf.Shamela0009773-ara1.mARkdown
0885CalaDinMardawi.Insaf	pri	pri	z	1104506		z	../data/0885CalaDinMardawi/0885CalaDinMardawi.Insaf/0885CalaDinMardawi.Insaf.Shamela0021609-ara1
0726CallamaHilli.MukhtalafShica	pri	pri	z	1099528		z	../data/0726CallamaHilli/0726CallamaHilli.MukhtalafShica/0726CallamaHilli.MukhtalafShica.Shia000094Vols-ara1
1250Shawkani.HawashiCalaSharhAzhar	pri	pri	z	1093245		z	../data/1250Shawkani/1250Shawkani.HawashiCalaSharhAzhar/1250Shawkani.HawashiCalaSharhAzhar.Zaydiyya0000570BK3-ara1
0676Nawawi.RawdatTalibin	pri	pri	z	1088797		z	../data/0676Nawawi/0676Nawawi.RawdatTalibin/0676Nawawi.RawdatTalibin.ShamAY0034251BK3-ara1
1050SadrDinShirazi.HikmaMutacaliya	pri	pri	z	1082073		z	../data/1050SadrDinShirazi/1050SadrDinShirazi.HikmaMutacaliya/1050SadrDinShirazi.HikmaMutacaliya.Shia004695Vols-ara1
0852IbnHajarCasqalani.LisanMizan	pri	pri	z	1076305		z	../data/0852IbnHajarCasqalani/0852IbnHajarCasqalani.LisanMizan/0852IbnHajarCasqalani.LisanMizan.Shamela0036357-ara1.mARkdown
1061NajmDinGhazzi.HusnTanabbuh	pri	pri	z	1074900		z	../data/1061NajmDinGhazzi/1061NajmDinGhazzi.HusnTanabbuh/1061NajmDinGhazzi.HusnTanabbuh.Sham19Y0014592-ara1
0852IbnHajarCasqalani.IsabaFiTamyiz	pri	pri	z	1073372		z	../data/0852IbnHajarCasqalani/0852IbnHajarCasqalani.IsabaFiTamyiz/0852IbnHajarCasqalani.IsabaFiTamyiz.JK000533-ara1.mARkdown
0427AbuIshaqThaclabi.KashfWaBayan	pri	pri	z	1072765		z	../data/0427AbuIshaqThaclabi/0427AbuIshaqThaclabi.KashfWaBayan/0427AbuIshaqThaclabi.KashfWaBayan.Shamela0023578-ara1.mARkdown
0573NashwanHimyari.ShamsCulum	pri	pri	z	1071173		z	../data/0573NashwanHimyari/0573NashwanHimyari.ShamsCulum/0573NashwanHimyari.ShamsCulum.Masaha003682Vols-ara1
0743SharafDinTibi.SharhMishkat	pri	pri	z	1063822		z	../data/0743SharafDinTibi/0743SharafDinTibi.SharhMishkat/0743SharafDinTibi.SharhMishkat.Sham19Y0122257-ara1
1243IbnSacdRahyabaniSuyuti.MatalibUliNuha	pri	pri	z	1063300		z	../data/1243IbnSacdRahyabaniSuyuti/1243IbnSacdRahyabaniSuyuti.MatalibUliNuha/1243IbnSacdRahyabaniSuyuti.MatalibUliNuha.Shamela0021677-ara1
0982IbnMuhammadAbuSucud.IrshadCaqlSalim	pri	pri	z	1057549		z	../data/0982IbnMuhammadAbuSucud/0982IbnMuhammadAbuSucud.IrshadCaqlSalim/0982IbnMuhammadAbuSucud.IrshadCaqlSalim.JK000458-ara1
1112IbnJumcaHuwayzi.TafsirNurThaqalayn	pri	pri	quran: tafsir shici	1051070	1	0000Paragon.QuranTafsirShici	../data/1112IbnJumcaHuwayzi/1112IbnJumcaHuwayzi.TafsirNurThaqalayn/1112IbnJumcaHuwayzi.TafsirNurThaqalayn.Shia002389Vols-ara1
1370MuhammadRaghibTabbakh.IclamNubala	pri	pri	z	1035885		z	../data/1370MuhammadRaghibTabbakh/1370MuhammadRaghibTabbakh.IclamNubala/1370MuhammadRaghibTabbakh.IclamNubala.Rafed0002341Vols-ara1
1124IbnMuhammadIbnCajibaFasiSufi.BahrMadid	pri	pri	z	1033186		z	../data/1124IbnMuhammadIbnCajibaFasiSufi/1124IbnMuhammadIbnCajibaFasiSufi.BahrMadid/1124IbnMuhammadIbnCajibaFasiSufi.BahrMadid.Tafsir03037-ara1
1062CabdAllahSharafi.MasabihSatica	pri	pri	z	1031647		z	../data/1062CabdAllahSharafi/1062CabdAllahSharafi.MasabihSatica/1062CabdAllahSharafi.MasabihSatica.Zaydiyya0000295Vols-ara1
0319IbnMundhirNaysaburi.AwsatFiSunan	pri	pri	z	1028564		z	../data/0319IbnMundhirNaysaburi/0319IbnMundhirNaysaburi.AwsatFiSunan/0319IbnMundhirNaysaburi.AwsatFiSunan.ShamAY0034282-ara1
0974IbnHajarHaytami.TuhfatMuhtaj	pri	pri	z	1028178		z	../data/0974IbnHajarHaytami/0974IbnHajarHaytami.TuhfatMuhtaj/0974IbnHajarHaytami.TuhfatMuhtaj.Shamela0009059BK1-ara1
0774IbnKathir.JamicMasanid	pri	pri	z	1027767		z	../data/0774IbnKathir/0774IbnKathir.JamicMasanid/0774IbnKathir.JamicMasanid.Shamela0021809-ara1.mARkdown
0458IbnSidaMursi.MuhkamWaMuhit	pri	pri	z	1021615		z	../data/0458IbnSidaMursi/0458IbnSidaMursi.MuhkamWaMuhit/0458IbnSidaMursi.MuhkamWaMuhit.Shamela0009757-ara1
1089IbnCimad.Shadharat	pri	pri	history: obituary chronicle	1012759	1	0000Paragon.TarikhWafayat	../data/1089IbnCimad/1089IbnCimad.Shadharat/1089IbnCimad.Shadharat.Shamela0012398-ara1.completed
0460ShaykhTusi.Khilaf	pri	pri	z	1009702		z	../data/0460ShaykhTusi/0460ShaykhTusi.Khilaf/0460ShaykhTusi.Khilaf.Shia000026Vols-ara1
1363CabdRahmanBarquqi.MajallatBayan	pri	pri	z	1009099		z	../data/1363CabdRahmanBarquqi/1363CabdRahmanBarquqi.MajallatBayan/1363CabdRahmanBarquqi.MajallatBayan.Sham19Y0073348-ara1
0597IbnJawzi.JamicMasanid	pri	pri	z	1005425		z	../data/0597IbnJawzi/0597IbnJawzi.JamicMasanid/0597IbnJawzi.JamicMasanid.Sham19Y0148271-ara1
0327IbnAbiHatimRazi.Tafsir	pri	pri	z	1005418		z	../data/0327IbnAbiHatimRazi/0327IbnAbiHatimRazi.Tafsir/0327IbnAbiHatimRazi.Tafsir.Shamela0008658-ara1
1182IbnIsmacilSancani.Tahbir	pri	pri	z	1004281		z	../data/1182IbnIsmacilSancani/1182IbnIsmacilSancani.Tahbir/1182IbnIsmacilSancani.Tahbir.Sham19Y0014309-ara1
0940IbnHusaynMuhaqqiqThaniKaraki.JamicMaqasid	pri	pri	z	1001072		z	../data/0940IbnHusaynMuhaqqiqThaniKaraki/0940IbnHusaynMuhaqqiqThaniKaraki.JamicMaqasid/0940IbnHusaynMuhaqqiqThaniKaraki.JamicMaqasid.Shia000134VolsBK2-ara1
0626YaqutHamawi.MucjamBuldan	pri	pri	z	996022		z	../data/0626YaqutHamawi/0626YaqutHamawi.MucjamBuldan/0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.mARkdown
0751IbnQayyimJawziyya.AclamMuwaqqicin	pri	pri	fiqh: hanbali	995802	1	0000Paragon.FiqhSunniUsul	../data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.AclamMuwaqqicin/0751IbnQayyimJawziyya.AclamMuwaqqicin.Sham19Y0017798-ara1
0505Ghazali.IhyaCulumDin	pri	pri	z	992049		z	../data/0505Ghazali/0505Ghazali.IhyaCulumDin/0505Ghazali.IhyaCulumDin.JK000001-ara1
0656AbuCabbasAnsariQurtubi.Mufhim	pri	pri	z	987854		z	../data/0656AbuCabbasAnsariQurtubi/0656AbuCabbasAnsariQurtubi.Mufhim/0656AbuCabbasAnsariQurtubi.Mufhim.Sham19Y0132524-ara1
1300ReinhartDozy.TakmilatMacajimCarabiyya	pri	pri	z	979382		z	../data/1300ReinhartDozy/1300ReinhartDozy.TakmilatMacajimCarabiyya/1300ReinhartDozy.TakmilatMacajimCarabiyya.Sham19Y0015555-ara1
1093CabdQadirBaghdadi.KhizanatAdab	pri	pri	z	975252		z	../data/1093CabdQadirBaghdadi/1093CabdQadirBaghdadi.KhizanatAdab/1093CabdQadirBaghdadi.KhizanatAdab.Shia004649Vols-ara1
0790IbnMusaGharnatiShatibi.SharhAlfiyyatIbnMalik	pri	pri	z	967193		z	../data/0790IbnMusaGharnatiShatibi/0790IbnMusaGharnatiShatibi.SharhAlfiyyatIbnMalik/0790IbnMusaGharnatiShatibi.SharhAlfiyyatIbnMalik.Sham19Y0020562-ara1
1310BakriDimyati.HashiyaIcanaTalibin	pri	pri	z	963953		z	../data/1310BakriDimyati/1310BakriDimyati.HashiyaIcanaTalibin/1310BakriDimyati.HashiyaIcanaTalibin.Shamela0000963-ara1
0726CallamaHilli.MuntahaMatlab	pri	pri	fiqh: shici	961237	1	0000Paragon.FiqhShici	../data/0726CallamaHilli/0726CallamaHilli.MuntahaMatlab/0726CallamaHilli.MuntahaMatlab.Shia000107Vols-ara1
0900Anonymous.SiratBaybars	pri	pri	z	958917		z	../data/0900Anonymous/0900Anonymous.SiratBaybars/0900Anonymous.SiratBaybars.Kraken220413194105-ara1
1119IbnMuhammadMaghribi.BadrTamam	pri	pri	z	956211		z	../data/1119IbnMuhammadMaghribi/1119IbnMuhammadMaghribi.BadrTamam/1119IbnMuhammadMaghribi.BadrTamam.Sham19Y0017747-ara1
0772IbnHasanJamalDinIsnawi.MuhimmatFiSharhRawda	pri	pri	z	951090		z	../data/0772IbnHasanJamalDinIsnawi/0772IbnHasanJamalDinIsnawi.MuhimmatFiSharhRawda/0772IbnHasanJamalDinIsnawi.MuhimmatFiSharhRawda.Sham19Y0014580-ara1
